freqRed;freqBlue;select _color;temp_C;press;env
0;0;NA;22.24;751.21;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.23;751.19;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.23;751.19;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.23;751.19;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.14;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.14;env B
0;0;NA;22.23;751.21;env B
0;0;NA;22.24;751.14;env B
0;0;NA;22.23;751.21;env B
0;0;NA;22.22;751.20;env B
0;0;NA;22.23;751.21;env B
0;0;NA;22.22;751.20;env B
0;0;NA;22.24;751.23;env B
0;0;NA;22.22;751.20;env B
0;0;NA;22.24;751.23;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.24;751.23;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.22;751.16;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.22;751.16;env B
0;0;NA;22.24;751.25;env B
0;0;NA;22.22;751.16;env B
0;0;NA;22.24;751.25;env B
0;0;NA;22.22;751.16;env B
0;0;NA;22.24;751.25;env B
0;0;NA;22.22;751.16;env B
0;0;NA;22.24;751.16;env B
0;0;NA;22.22;751.16;env B
0;0;NA;22.24;751.16;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.16;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.25;751.23;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.25;751.23;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.23;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.25;751.23;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.25;751.23;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.25;751.23;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.20;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.25;751.24;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.25;751.24;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.24;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.18;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.24;751.23;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.24;751.23;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.24;751.23;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.24;751.17;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.22;751.19;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.22;751.19;env B
0;0;NA;22.23;751.15;env B
0;0;NA;22.22;751.19;env B
0;0;NA;22.23;751.15;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.23;751.15;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.21;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.24;751.22;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.22;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.19;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.25;751.24;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.25;751.24;env B
0;0;NA;22.24;751.16;env B
0;0;NA;22.25;751.24;env B
0;0;NA;22.24;751.16;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.24;751.16;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.25;751.28;env B
0;0;NA;22.24;751.24;env B
0;0;NA;22.25;751.28;env B
0;0;NA;22.25;751.19;env B
0;0;NA;22.25;751.28;env B
0;0;NA;22.25;751.19;env B
0;0;NA;22.26;751.26;env B
0;0;NA;22.25;751.19;env B
0;0;NA;22.26;751.26;env B
0;0;NA;22.26;751.24;env B
0;0;NA;22.26;751.26;env B
0;0;NA;22.26;751.24;env B
0;0;NA;22.26;751.24;env B
0;0;NA;22.26;751.24;env B
0;0;NA;22.26;751.24;env B
0;0;NA;22.25;751.20;env B
0;0;NA;22.26;751.24;env B
0;0;NA;22.25;751.20;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.25;751.20;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.25;751.19;env B
0;0;NA;22.25;751.21;env B
0;0;NA;22.25;751.19;env B
0;0;NA;22.25;751.28;env B
0;0;NA;22.25;751.19;env B
0;0;NA;22.25;751.28;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.25;751.28;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.21;751.30;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.21;751.30;env B
0;0;NA;22.21;751.29;env B
0;0;NA;22.21;751.30;env B
0;0;NA;22.21;751.29;env B
0;0;NA;22.19;751.27;env B
0;0;NA;22.21;751.29;env B
0;0;NA;22.19;751.27;env B
0;0;NA;22.20;751.27;env B
0;0;NA;22.19;751.27;env B
0;0;NA;22.20;751.27;env B
0;0;NA;22.20;751.28;env B
0;0;NA;22.20;751.27;env B
0;0;NA;22.20;751.28;env B
0;0;NA;22.20;751.28;env B
0;0;NA;22.20;751.28;env B
0;0;NA;22.20;751.28;env B
0;0;NA;22.19;751.23;env B
0;0;NA;22.20;751.28;env B
0;0;NA;22.19;751.23;env B
0;0;NA;22.19;751.26;env B
0;0;NA;22.19;751.23;env B
0;0;NA;22.19;751.26;env B
0;0;NA;22.19;751.24;env B
0;0;NA;22.19;751.26;env B
0;0;NA;22.19;751.24;env B
0;0;NA;22.20;751.26;env B
0;0;NA;22.19;751.24;env B
0;0;NA;22.20;751.26;env B
0;0;NA;22.18;751.19;env B
0;0;NA;22.20;751.26;env B
0;0;NA;22.18;751.19;env B
0;0;NA;22.18;751.19;env B
0;0;NA;22.18;751.19;env B
0;0;NA;22.18;751.19;env B
0;0;NA;22.19;751.24;env B
0;0;NA;22.18;751.19;env B
0;0;NA;22.19;751.24;env B
0;0;NA;22.18;751.17;env B
0;0;NA;22.19;751.24;env B
0;0;NA;22.18;751.17;env B
0;0;NA;22.19;751.17;env B
0;0;NA;22.18;751.17;env B
0;0;NA;22.19;751.17;env B
0;0;NA;22.20;751.27;env B
0;0;NA;22.19;751.17;env B
0;0;NA;22.20;751.27;env B
0;0;NA;22.20;751.21;env B
0;0;NA;22.20;751.27;env B
0;0;NA;22.20;751.21;env B
0;0;NA;22.19;751.13;env B
0;0;NA;22.20;751.21;env B
0;0;NA;22.19;751.13;env B
0;0;NA;22.21;751.28;env B
0;0;NA;22.19;751.13;env B
0;0;NA;22.21;751.28;env B
0;0;NA;22.21;751.24;env B
0;0;NA;22.21;751.28;env B
0;0;NA;22.21;751.24;env B
0;0;NA;22.19;751.20;env B
0;0;NA;22.21;751.24;env B
0;0;NA;22.19;751.20;env B
0;0;NA;22.19;751.14;env B
0;0;NA;22.19;751.20;env B
0;0;NA;22.19;751.14;env B
0;0;NA;22.19;751.18;env B
0;0;NA;22.19;751.14;env B
0;0;NA;22.19;751.18;env B
0;0;NA;22.19;751.23;env B
0;0;NA;22.19;751.18;env B
0;0;NA;22.19;751.23;env B
0;0;NA;22.20;751.18;env B
0;0;NA;22.19;751.23;env B
0;0;NA;22.20;751.18;env B
0;0;NA;22.20;751.18;env B
0;0;NA;22.20;751.18;env B
0;0;NA;22.20;751.18;env B
0;0;NA;22.21;751.26;env B
0;0;NA;22.20;751.18;env B
0;0;NA;22.21;751.26;env B
0;0;NA;22.20;751.16;env B
0;0;NA;22.21;751.26;env B
0;0;NA;22.20;751.16;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.25;751.25;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.31;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.25;751.29;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.25;751.26;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.24;751.27;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.28;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.28;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.30;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.22;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.22;751.34;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.20;751.23;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.26;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.23;751.32;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.24;751.32;env B
0;0;NA;22.22;751.27;env B
0;0;NA;22.21;751.31;env B
0;0;NA;22.21;751.19;env B
0;0;NA;22.21;751.31;env B
0;0;NA;40.03;750.29;env C
0;0;NA;39.95;750.22;env C
0;0;NA;40.03;750.29;env C
0;0;NA;40.10;750.33;env C
0;0;NA;40.03;750.29;env C
0;0;NA;40.10;750.33;env C
0;0;NA;40.14;750.33;env C
0;0;NA;40.10;750.33;env C
0;0;NA;40.14;750.33;env C
0;0;NA;40.18;750.28;env C
0;0;NA;40.14;750.33;env C
0;0;NA;40.18;750.28;env C
0;0;NA;40.20;750.29;env C
0;0;NA;40.18;750.28;env C
0;0;NA;40.20;750.29;env C
0;0;NA;40.23;750.29;env C
0;0;NA;40.20;750.29;env C
0;0;NA;40.23;750.29;env C
0;0;NA;40.29;750.26;env C
0;0;NA;40.23;750.29;env C
0;0;NA;40.29;750.26;env C
0;0;NA;40.32;750.28;env C
0;0;NA;40.29;750.26;env C
0;0;NA;40.32;750.28;env C
0;0;NA;40.36;750.26;env C
0;0;NA;40.32;750.28;env C
0;0;NA;40.36;750.26;env C
0;0;NA;40.40;750.30;env C
0;0;NA;40.36;750.26;env C
0;0;NA;40.40;750.30;env C
0;0;NA;40.45;750.37;env C
0;0;NA;40.40;750.30;env C
0;0;NA;40.45;750.37;env C
0;0;NA;40.47;750.37;env C
0;0;NA;40.45;750.37;env C
0;0;NA;40.47;750.37;env C
0;0;NA;40.47;750.31;env C
0;0;NA;40.47;750.37;env C
0;0;NA;40.47;750.31;env C
0;0;NA;40.51;750.34;env C
0;0;NA;40.47;750.31;env C
0;0;NA;40.51;750.34;env C
0;0;NA;40.58;750.34;env C
0;0;NA;40.51;750.34;env C
0;0;NA;40.58;750.34;env C
0;0;NA;40.63;750.35;env C
0;0;NA;40.58;750.34;env C
0;0;NA;40.63;750.35;env C
0;0;NA;40.67;750.32;env C
0;0;NA;40.63;750.35;env C
0;0;NA;40.67;750.32;env C
0;0;NA;40.68;750.35;env C
0;0;NA;40.67;750.32;env C
0;0;NA;40.68;750.35;env C
0;0;NA;40.70;750.37;env C
0;0;NA;40.68;750.35;env C
0;0;NA;40.70;750.37;env C
0;0;NA;40.73;750.34;env C
0;0;NA;40.70;750.37;env C
0;0;NA;40.73;750.34;env C
0;0;NA;40.78;750.30;env C
0;0;NA;40.73;750.34;env C
0;0;NA;40.78;750.30;env C
0;0;NA;40.84;750.31;env C
0;0;NA;40.78;750.30;env C
0;0;NA;40.84;750.31;env C
0;0;NA;40.91;750.26;env C
0;0;NA;40.84;750.31;env C
0;0;NA;40.91;750.26;env C
0;0;NA;40.98;750.34;env C
0;0;NA;40.91;750.26;env C
0;0;NA;40.98;750.34;env C
0;0;NA;41.04;750.34;env C
0;0;NA;40.98;750.34;env C
0;0;NA;41.04;750.34;env C
0;0;NA;41.09;750.33;env C
0;0;NA;41.04;750.34;env C
0;0;NA;41.09;750.33;env C
0;0;NA;41.12;750.29;env C
0;0;NA;41.09;750.33;env C
0;0;NA;41.12;750.29;env C
0;0;NA;41.19;750.33;env C
0;0;NA;41.12;750.29;env C
0;0;NA;41.19;750.33;env C
0;0;NA;41.21;750.30;env C
0;0;NA;41.19;750.33;env C
0;0;NA;41.21;750.30;env C
0;0;NA;41.29;750.30;env C
0;0;NA;41.21;750.30;env C
0;0;NA;41.29;750.30;env C
0;0;NA;41.31;750.33;env C
0;0;NA;41.29;750.30;env C
0;0;NA;41.31;750.33;env C
0;0;NA;41.38;750.31;env C
0;0;NA;41.31;750.33;env C
0;0;NA;41.38;750.31;env C
0;0;NA;41.45;750.37;env C
0;0;NA;41.38;750.31;env C
0;0;NA;41.45;750.37;env C
0;0;NA;41.53;750.35;env C
0;0;NA;41.45;750.37;env C
0;0;NA;41.53;750.35;env C
0;0;NA;41.56;750.35;env C
0;0;NA;41.53;750.35;env C
0;0;NA;41.56;750.35;env C
0;0;NA;41.58;750.37;env C
0;0;NA;41.56;750.35;env C
0;0;NA;41.58;750.37;env C
0;0;NA;41.60;750.37;env C
0;0;NA;41.58;750.37;env C
0;0;NA;41.60;750.37;env C
0;0;NA;41.59;750.31;env C
0;0;NA;41.60;750.37;env C
0;0;NA;41.59;750.31;env C
0;0;NA;41.61;750.30;env C
0;0;NA;41.59;750.31;env C
0;0;NA;41.61;750.30;env C
0;0;NA;41.68;750.30;env C
0;0;NA;41.61;750.30;env C
0;0;NA;41.68;750.30;env C
0;0;NA;41.72;750.35;env C
0;0;NA;41.68;750.30;env C
0;0;NA;41.72;750.35;env C
0;0;NA;41.74;750.34;env C
0;0;NA;41.72;750.35;env C
0;0;NA;41.74;750.34;env C
0;0;NA;41.77;750.34;env C
0;0;NA;41.74;750.34;env C
0;0;NA;41.77;750.34;env C
0;0;NA;41.81;750.32;env C
0;0;NA;41.77;750.34;env C
0;0;NA;41.81;750.32;env C
0;0;NA;41.85;750.36;env C
0;0;NA;41.81;750.32;env C
0;0;NA;41.85;750.36;env C
0;0;NA;41.89;750.41;env C
0;0;NA;41.85;750.36;env C
0;0;NA;41.89;750.41;env C
0;0;NA;41.90;750.36;env C
0;0;NA;41.89;750.41;env C
0;0;NA;41.90;750.36;env C
0;0;NA;41.94;750.32;env C
0;0;NA;41.90;750.36;env C
0;0;NA;41.94;750.32;env C
0;0;NA;41.96;750.36;env C
0;0;NA;41.94;750.32;env C
0;0;NA;41.96;750.36;env C
0;0;NA;42.02;750.34;env C
0;0;NA;41.96;750.36;env C
0;0;NA;42.02;750.34;env C
0;0;NA;42.03;750.35;env C
0;0;NA;42.02;750.34;env C
0;0;NA;42.03;750.35;env C
0;0;NA;42.04;750.32;env C
0;0;NA;42.03;750.35;env C
0;0;NA;42.04;750.32;env C
0;0;NA;42.09;750.29;env C
0;0;NA;42.04;750.32;env C
0;0;NA;42.09;750.29;env C
0;0;NA;42.11;750.32;env C
0;0;NA;42.09;750.29;env C
0;0;NA;42.11;750.32;env C
0;0;NA;42.15;750.41;env C
0;0;NA;42.11;750.32;env C
0;0;NA;42.15;750.41;env C
0;0;NA;42.17;750.37;env C
0;0;NA;42.15;750.41;env C
0;0;NA;42.17;750.37;env C
0;0;NA;42.24;750.39;env C
0;0;NA;42.17;750.37;env C
0;0;NA;42.24;750.39;env C
0;0;NA;42.29;750.48;env C
0;0;NA;42.24;750.39;env C
0;0;NA;42.29;750.48;env C
0;0;NA;42.30;750.42;env C
0;0;NA;42.29;750.48;env C
0;0;NA;42.30;750.42;env C
0;0;NA;42.34;750.36;env C
0;0;NA;42.30;750.42;env C
0;0;NA;42.34;750.36;env C
0;0;NA;42.41;750.42;env C
0;0;NA;42.34;750.36;env C
0;0;NA;42.41;750.42;env C
0;0;NA;42.46;750.43;env C
0;0;NA;42.41;750.42;env C
0;0;NA;42.46;750.43;env C
0;0;NA;42.48;750.41;env C
0;0;NA;42.46;750.43;env C
0;0;NA;42.48;750.41;env C
0;0;NA;42.46;750.43;env C
0;0;NA;42.48;750.41;env C
0;0;NA;42.46;750.43;env C
0;0;NA;42.47;750.43;env C
0;0;NA;42.46;750.43;env C
0;0;NA;42.47;750.43;env C
0;0;NA;42.44;750.38;env C
0;0;NA;42.47;750.43;env C
0;0;NA;42.44;750.38;env C
0;0;NA;42.46;750.41;env C
0;0;NA;42.44;750.38;env C
0;0;NA;42.46;750.41;env C
0;0;NA;42.49;750.44;env C
0;0;NA;42.46;750.41;env C
0;0;NA;42.49;750.44;env C
0;0;NA;42.50;750.43;env C
0;0;NA;42.49;750.44;env C
0;0;NA;42.50;750.43;env C
0;0;NA;42.48;750.41;env C
0;0;NA;42.50;750.43;env C
0;0;NA;42.48;750.41;env C
0;0;NA;42.47;750.35;env C
0;0;NA;42.48;750.41;env C
0;0;NA;42.47;750.35;env C
0;0;NA;42.47;750.46;env C
0;0;NA;42.47;750.35;env C
0;0;NA;42.47;750.46;env C
0;0;NA;42.48;750.47;env C
0;0;NA;42.47;750.46;env C
0;0;NA;42.48;750.47;env C
0;0;NA;42.49;750.45;env C
0;0;NA;42.48;750.47;env C
0;0;NA;42.49;750.45;env C
0;0;NA;42.55;750.43;env C
0;0;NA;42.49;750.45;env C
0;0;NA;42.55;750.43;env C
